Added_Sugars,Added_Sugars/#agg,Alcohol,Alcohol/#agg,Calories,Calories/#agg,Display_Name,Drkgreen_Vegetables,Drkgreen_Vegetables/#agg,Drybeans_Peas,Drybeans_Peas/#agg,Factor,Factor/#agg,Food_Code,Food_Code/#agg,Fruits,Fruits/#agg,Grains,Grains/#agg,Increment,Increment/#agg,Meats,Meats/#agg,Milk,Milk/#agg,Multiplier,Multiplier/#agg,Oils,Oils/#agg,Orange_Vegetables,Orange_Vegetables/#agg,Other_Vegetables,Other_Vegetables/#agg,Portion_Amount,Portion_Amount/#agg,Portion_Default,Portion_Default/#agg,Portion_Display_Name,Saturated_Fats,Saturated_Fats/#agg,Solid_Fats,Solid_Fats/#agg,Soy,Soy/#agg,Starchy_vegetables,Starchy_vegetables/#agg,Vegetables,Vegetables/#agg,Whole_Grains,Whole_Grains/#agg
0,0,0,0,163.8,163.8,Baked chicken breast (eat skin),0,0,0,0,1,1,24122110,24122110,0,0,0,0,0.5,0.5,2.96268,2.96268,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small breast,1.8228,1.8228,0,0,0,0,0,0,0,0,0,0
0,0,0,0,221.13,221.13,Baked chicken breast (eat skin),0,0,0,0,4,4,24122110,24122110,0,0,0,0,1,1,4,4,0,0,0.25,0.25,0,0,0,0,0,0,4,4,2,2,ounces after cooking,2.46078,2.46078,0,0,0,0,0,0,0,0,0,0
0,0,0,0,141.04,141.04,Baked chicken breast (no skin),0,0,0,0,1,1,24122120,24122120,0,0,0,0,0.5,0.5,3.03322,3.03322,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium breast,0.86,0.86,0,0,0,0,0,0,0,0,0,0
0,0,0,0,206.64,206.64,Baked chicken breast (no skin),0,0,0,0,1,1,24122120,24122120,0,0,0,0,0.5,0.5,4.44402,4.44402,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,white meat quarter,1.26,1.26,0,0,0,0,0,0,0,0,0,0
0,0,0,0,160.72,160.72,Baked chicken breast (no skin),0,0,0,0,1,1,24122120,24122120,0,0,0,0,0.5,0.5,3.45646,3.45646,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large breast,0.98,0.98,0,0,0,0,0,0,0,0,0,0
0,0,0,0,123,123,Baked chicken breast (no skin),0,0,0,0,1,1,24122120,24122120,0,0,0,0,0.5,0.5,2.64525,2.64525,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small breast,0.75,0.75,0,0,0,0,0,0,0,0,0,0
0,0,0,0,170.56,170.56,Baked chicken breast (no skin),0,0,0,0,4,4,24122120,24122120,0,0,0,0,1,1,4,4,0,0,0.25,0.25,0,0,0,0,0,0,4,4,2,2,"ounces boneless, cooked",1.04,1.04,0,0,0,0,0,0,0,0,0,0
0,0,0,0,158.24,158.24,Fried chicken breast (no skin),0,0,0,0,1,1,24124120,24124120,0,0,0,0,0.5,0.5,2.9197,2.9197,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium breast,0.903,0.903,22.36086,22.36086,0,0,0,0,0,0,0,0
0,0,0,0,180.32,180.32,Fried chicken breast (no skin),0,0,0,0,1,1,24124120,24124120,0,0,0,0,0.5,0.5,3.3271,3.3271,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large breast,1.029,1.029,25.48098,25.48098,0,0,0,0,0,0,0,0
0,0,0,0,138,138,Fried chicken breast (no skin),0,0,0,0,1,1,24124120,24124120,0,0,0,0,0.5,0.5,2.54625,2.54625,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small breast,0.7875,0.7875,19.50075,19.50075,0,0,0,0,0,0,0,0
0,0,0,0,191.36,191.36,Fried chicken breast (no skin),0,0,0,0,4,4,24124120,24124120,0,0,0,0,1,1,4,4,0,0,0.25,0.25,0,0,0,0,0,0,4,4,2,2,"ounces, cooked, skinned",1.092,1.092,27.04104,27.04104,0,0,0,0,0,0,0,0
0,0,0,0,365.4,365.4,Battered fried chicken breast,0,0,0,0,1,1,24127110,24127110,0,0,1.0668,1.0668,0.5,0.5,3.451,3.451,0.0112,0.0112,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium breast,4.256,4.256,102.8664,102.8664,0,0,0,0,0,0,0,0
0,0,0,0,412.38,412.38,Battered fried chicken breast,0,0,0,0,1,1,24127110,24127110,0,0,1.20396,1.20396,0.5,0.5,3.8947,3.8947,0.01264,0.01264,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large breast,4.8032,4.8032,116.09208,116.09208,0,0,0,0,0,0,0,0
0,0,0,0,313.2,313.2,Battered fried chicken breast,0,0,0,0,1,1,24127110,24127110,0,0,0.9144,0.9144,0.5,0.5,2.958,2.958,0.0096,0.0096,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small breast,3.648,3.648,88.1712,88.1712,0,0,0,0,0,0,0,0
0,0,0,0,295.974,295.974,Battered fried chicken breast,0,0,0,0,4,4,24127110,24127110,0,0,0.86411,0.86411,1,1,2.79531,2.79531,0.00907,0.00907,0.25,0.25,0,0,0,0,0,0,4,4,2,2,ounces after cooking,3.44736,3.44736,83.32178,83.32178,0,0,0,0,0,0,0,0
0,0,0,0,252.72,252.72,"Battered fried chicken breast, no skin",0,0,0,0,1,1,24127150,24127150,0,0,0.84348,0.84348,0.5,0.5,2.61684,2.61684,0.00756,0.00756,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium breast,2.2356,2.2356,81.75492,81.75492,0,0,0,0,0,0,0,0
0,0,0,0,283.14,283.14,"Battered fried chicken breast, no skin",0,0,0,0,1,1,24127150,24127150,0,0,0.94501,0.94501,0.5,0.5,2.93183,2.93183,0.00847,0.00847,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large breast,2.5047,2.5047,91.59579,91.59579,0,0,0,0,0,0,0,0
0,0,0,0,215.28,215.28,"Battered fried chicken breast, no skin",0,0,0,0,1,1,24127150,24127150,0,0,0.71852,0.71852,0.5,0.5,2.22916,2.22916,0.00644,0.00644,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small breast,1.9044,1.9044,69.64308,69.64308,0,0,0,0,0,0,0,0
0,0,0,0,265.356,265.356,"Battered fried chicken breast, no skin",0,0,0,0,4,4,24127150,24127150,0,0,0.88565,0.88565,1,1,2.74768,2.74768,0.00794,0.00794,0.25,0.25,0,0,0,0,0,0,4,4,2,2,ounces after cooking,2.34738,2.34738,85.84267,85.84267,0,0,0,0,0,0,0,0
0,0,0,0,262.2,262.2,Baked chicken dark meat (eat skin),0,0,0,0,1,1,24132210,24132210,0,0,0,0,0.5,0.5,3.84066,3.84066,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium dark meat quarter,4.1952,4.1952,46.89846,46.89846,0,0,0,0,0,0,0,0
0,0,0,0,342.7,342.7,Baked chicken dark meat (eat skin),0,0,0,0,1,1,24132210,24132210,0,0,0,0,0.5,0.5,5.01981,5.01981,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large dark meat quarter,5.4832,5.4832,61.29711,61.29711,0,0,0,0,0,0,0,0
0,0,0,0,216.2,216.2,Baked chicken dark meat (eat skin),0,0,0,0,1,1,24132210,24132210,0,0,0,0,0.5,0.5,3.16686,3.16686,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small dark meat quarter,3.4592,3.4592,38.67066,38.67066,0,0,0,0,0,0,0,0
0,0,0,0,179.55,179.55,Baked chicken dark meat (no skin),0,0,0,0,1,1,24132220,24132220,0,0,0,0,0.5,0.5,3.35065,3.35065,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium dark meat quarter,2.1565,2.1565,0,0,0,0,0,0,0,0,0,0
0,0,0,0,241.92,241.92,Baked chicken dark meat (no skin),0,0,0,0,1,1,24132220,24132220,0,0,0,0,0.5,0.5,4.51456,4.51456,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large dark meat quarter,2.9056,2.9056,0,0,0,0,0,0,0,0,0,0
0,0,0,0,153.09,153.09,Baked chicken dark meat (no skin),0,0,0,0,1,1,24132220,24132220,0,0,0,0,0.5,0.5,2.85687,2.85687,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small dark meat quarter,1.8387,1.8387,0,0,0,0,0,0,0,0,0,0
0,0,0,0,75.24,75.24,Baked chicken drumstick (no skin),0,0,0,0,1,1,24142220,24142220,0,0,0,0,0.5,0.5,1.55188,1.55188,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium drumstick,0.6424,0.6424,0,0,0,0,0,0,0,0,0,0
0,0,0,0,99.18,99.18,Baked chicken drumstick (no skin),0,0,0,0,1,1,24142220,24142220,0,0,0,0,0.5,0.5,2.04566,2.04566,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large drumstick,0.8468,0.8468,0,0,0,0,0,0,0,0,0,0
0,0,0,0,58.14,58.14,Baked chicken drumstick (no skin),0,0,0,0,1,1,24142220,24142220,0,0,0,0,0.5,0.5,1.19918,1.19918,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small drumstick,0.4964,0.4964,0,0,0,0,0,0,0,0,0,0
0,0,0,0,194.4,194.4,Fried chicken drumstick (battered),0,0,0,0,1,1,24147210,24147210,0,0,0.4752,0.4752,0.5,0.5,1.82016,1.82016,0.00504,0.00504,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium drumstick,2.5776,2.5776,57.90528,57.90528,0,0,0,0,0,0,0,0
0,0,0,0,253.8,253.8,Fried chicken drumstick (battered),0,0,0,0,1,1,24147210,24147210,0,0,0.6204,0.6204,0.5,0.5,2.37632,2.37632,0.00658,0.00658,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large drumstick,3.3652,3.3652,75.59856,75.59856,0,0,0,0,0,0,0,0
0,0,0,0,148.5,148.5,Fried chicken drumstick (battered),0,0,0,0,1,1,24147210,24147210,0,0,0.363,0.363,0.5,0.5,1.3904,1.3904,0.00385,0.00385,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small drumstick,1.969,1.969,44.2332,44.2332,0,0,0,0,0,0,0,0
0,0,0,0,107.64,107.64,Baked chicken thigh (no skin),0,0,0,0,1,1,24152220,24152220,0,0,0,0,0.5,0.5,1.80336,1.80336,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium thigh,1.56,1.56,8.18532,8.18532,0,0,0,0,0,0,0,0
0,0,0,0,144.9,144.9,Baked chicken thigh (no skin),0,0,0,0,1,1,24152220,24152220,0,0,0,0,0.5,0.5,2.4276,2.4276,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large thigh,2.1,2.1,11.0187,11.0187,0,0,0,0,0,0,0,0
0,0,0,0,95.22,95.22,Baked chicken thigh (no skin),0,0,0,0,1,1,24152220,24152220,0,0,0,0,0.5,0.5,1.59528,1.59528,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small thigh,1.38,1.38,7.24086,7.24086,0,0,0,0,0,0,0,0
0,0,0,0,158.1,158.1,Fried chicken thigh (eat skin),0,0,0,0,1,1,24154210,24154210,0,0,0,0,0.5,0.5,2.015,2.015,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium thigh,2.6102,2.6102,38.6694,38.6694,0,0,0,0,0,0,0,0
0,0,0,0,214.2,214.2,Fried chicken thigh (eat skin),0,0,0,0,1,1,24154210,24154210,0,0,0,0,0.5,0.5,2.73,2.73,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large thigh,3.5364,3.5364,52.3908,52.3908,0,0,0,0,0,0,0,0
0,0,0,0,140.25,140.25,Fried chicken thigh (eat skin),0,0,0,0,1,1,24154210,24154210,0,0,0,0,0.5,0.5,1.7875,1.7875,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small thigh,2.3155,2.3155,34.3035,34.3035,0,0,0,0,0,0,0,0
0,0,0,0,111.28,111.28,Fried chicken thigh (no skin),0,0,0,0,1,1,24154220,24154220,0,0,0,0,0.5,0.5,1.729,1.729,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium thigh,1.2532,1.2532,22.83372,22.83372,0,0,0,0,0,0,0,0
0,0,0,0,149.8,149.8,Fried chicken thigh (no skin),0,0,0,0,1,1,24154220,24154220,0,0,0,0,0.5,0.5,2.3275,2.3275,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large thigh,1.687,1.687,30.7377,30.7377,0,0,0,0,0,0,0,0
0,0,0,0,98.44,98.44,Fried chicken thigh (no skin),0,0,0,0,1,1,24154220,24154220,0,0,0,0,0.5,0.5,1.5295,1.5295,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small thigh,1.1086,1.1086,20.19906,20.19906,0,0,0,0,0,0,0,0
0,0,0,0,239.08,239.08,Fried chicken thigh (battered),0,0,0,0,1,1,24157210,24157210,0,0,0.68112,0.68112,0.5,0.5,2.03046,2.03046,0.00774,0.00774,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium thigh,3.6464,3.6464,79.03314,79.03314,0,0,0,0,0,0,0,0
0,0,0,0,325.26,325.26,Fried chicken thigh (battered),0,0,0,0,1,1,24157210,24157210,0,0,0.92664,0.92664,0.5,0.5,2.76237,2.76237,0.01053,0.01053,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large thigh,4.9608,4.9608,107.52183,107.52183,0,0,0,0,0,0,0,0
0,0,0,0,211.28,211.28,Fried chicken thigh (battered),0,0,0,0,1,1,24157210,24157210,0,0,0.60192,0.60192,0.5,0.5,1.79436,1.79436,0.00684,0.00684,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small thigh,3.2224,3.2224,69.84324,69.84324,0,0,0,0,0,0,0,0
0,0,0,0,101.76,101.76,Fried chicken wing (no coating),0,0,0,0,1,1,24164110,24164110,0,0,0,0,1,1,0.95168,0.95168,0,0,1,1,0,0,0,0,0,0,1,1,1,1,medium wing,1.8304,1.8304,42.60672,42.60672,0,0,0,0,0,0,0,0
0,0,0,0,47.7,47.7,Fried chicken wing (no coating),0,0,0,0,1,1,24164110,24164110,0,0,0,0,1,1,0.4461,0.4461,0,0,1,1,0,0,0,0,0,0,1,1,2,2,"mini ""drumette""",0.858,0.858,19.9719,19.9719,0,0,0,0,0,0,0,0
0,0,0,0,136.74,136.74,Fried chicken wing (no coating),0,0,0,0,1,1,24164110,24164110,0,0,0,0,1,1,1.27882,1.27882,0,0,1,1,0,0,0,0,0,0,1,1,2,2,large wing,2.4596,2.4596,57.25278,57.25278,0,0,0,0,0,0,0,0
0,0,0,0,89.04,89.04,Fried chicken wing (no coating),0,0,0,0,1,1,24164110,24164110,0,0,0,0,1,1,0.83272,0.83272,0,0,1,1,0,0,0,0,0,0,1,1,2,2,small wing,1.6016,1.6016,37.28088,37.28088,0,0,0,0,0,0,0,0
0,0,0,0,159.74,159.74,Fried chicken wing (battered),0,0,0,0,1,1,24167110,24167110,0,0,0.43463,0.43463,1,1,1.01087,1.01087,0.0049,0.0049,1,1,0,0,0,0,0,0,1,1,1,1,medium wing,2.5725,2.5725,71.56989,71.56989,0,0,0,0,0,0,0,0
0,0,0,0,61.94,61.94,Fried chicken wing (battered),0,0,0,0,1,1,24167110,24167110,0,0,0.16853,0.16853,1,1,0.39197,0.39197,0.0019,0.0019,1,1,0,0,0,0,0,0,1,1,2,2,"mini ""drumette""",0.9975,0.9975,27.75159,27.75159,0,0,0,0,0,0,0,0
0,0,0,0,208.64,208.64,Fried chicken wing (battered),0,0,0,0,1,1,24167110,24167110,0,0,0.56768,0.56768,1,1,1.32032,1.32032,0.0064,0.0064,1,1,0,0,0,0,0,0,1,1,2,2,large wing,3.36,3.36,93.47904,93.47904,0,0,0,0,0,0,0,0
0,0,0,0,136.92,136.92,Fried chicken wing (battered),0,0,0,0,1,1,24167110,24167110,0,0,0.37254,0.37254,1,1,0.86646,0.86646,0.0042,0.0042,1,1,0,0,0,0,0,0,1,1,2,2,small wing,2.205,2.205,61.34562,61.34562,0,0,0,0,0,0,0,0
0,0,0,0,225.72,225.72,Chicken patty or fillet (breaded),0,0,0,0,1,1,24198700,24198700,0,0,0.8398,0.8398,0.5,0.5,1.6264,1.6264,0,0,0.5,0.5,1.6264,1.6264,0,0,0,0,1,1,1,1,patty,3.05672,3.05672,1.6264,1.6264,0,0,0,0,0,0,0,0
0,0,0,0,299.97,299.97,Chicken patty or fillet (breaded),0,0,0,0,1,1,24198700,24198700,0,0,1.11605,1.11605,0.5,0.5,2.1614,2.1614,0,0,0.5,0.5,2.1614,2.1614,0,0,0,0,1,1,2,2,fillet,4.06222,4.06222,2.1614,2.1614,0,0,0,0,0,0,0,0
0,0,0,0,47.52,47.52,Chicken patty or fillet (breaded),0,0,0,0,1,1,24198700,24198700,0,0,0.1768,0.1768,1,1,0.3424,0.3424,0,0,1,1,0.3424,0.3424,0,0,0,0,1,1,2,2,medium tender,0.64352,0.64352,0.3424,0.3424,0,0,0,0,0,0,0,0
0,0,0,0,261.36,261.36,Chicken patty or fillet (breaded),0,0,0,0,1,1,24198700,24198700,0,0,0.9724,0.9724,0.5,0.5,1.8832,1.8832,0,0,0.5,0.5,1.8832,1.8832,0,0,0,0,1,1,2,2,chicken strip,3.53936,3.53936,1.8832,1.8832,0,0,0,0,0,0,0,0
0,0,0,0,216.72,216.72,Chicken nuggets,0,0,0,0,1,1,24198740,24198740,0,0,0.7956,0.7956,0.5,0.5,1.5408,1.5408,0,0,0.5,0.5,2.55696,2.55696,0,0,0,0,1,1,1,1,fast food order-6 nuggets,3.1608,3.1608,4.86648,4.86648,0,0,0,0,0,0,0,0
0,0,0,0,54.18,54.18,Chicken nuggets,0,0,0,0,1,1,24198740,24198740,0,0,0.1989,0.1989,1,1,0.3852,0.3852,0,0,1,1,0.63924,0.63924,0,0,0,0,1,1,2,2,nugget,0.7902,0.7902,1.21662,1.21662,0,0,0,0,0,0,0,0
0,0,0,0,43.68,43.68,Roasted turkey (white meat),0,0,0,0,1,1,24201120,24201120,0,0,0,0,0.5,0.5,0.98756,0.98756,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium slice,0.2856,0.2856,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21.84,21.84,Roasted turkey (white meat),0,0,0,0,1,1,24201120,24201120,0,0,0,0,0.5,0.5,0.49378,0.49378,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,thin slice,0.1428,0.1428,0,0,0,0,0,0,0,0,0,0
0,0,0,0,174.72,174.72,Roasted turkey (white meat),0,0,0,0,4,4,24201120,24201120,0,0,0,0,1,1,4,4,0,0,0.25,0.25,0,0,0,0,0,0,4,4,2,2,ounces after cooking,1.1424,1.1424,0,0,0,0,0,0,0,0,0,0
0,0,0,0,47.32,47.32,Roasted turkey (white & dark meat),0,0,0,0,1,1,24201320,24201320,0,0,0,0,0.5,0.5,0.98756,0.98756,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium slice,0.4564,0.4564,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.66,23.66,Roasted turkey (white & dark meat),0,0,0,0,1,1,24201320,24201320,0,0,0,0,0.5,0.5,0.49378,0.49378,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,thin slice,0.2282,0.2282,0,0,0,0,0,0,0,0,0,0
0,0,0,0,189.28,189.28,Roasted turkey (white & dark meat),0,0,0,0,4,4,24201320,24201320,0,0,0,0,1,1,4,4,0,0,0.25,0.25,0,0,0,0,0,0,4,4,2,2,ounces after cooking,1.8256,1.8256,0,0,0,0,0,0,0,0,0,0
0,0,0,0,139.8,139.8,Ground turkey,0,0,0,0,1,1,24207000,24207000,0,0,0,0,0.5,0.5,2.0286,2.0286,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium patty (4 per pound),2.016,2.016,22.8366,22.8366,0,0,0,0,0,0,0,0
0,0,0,0,147.955,147.955,Ground turkey,0,0,0,0,0.5,0.5,24207000,24207000,0,0,0,0,0.25,0.25,2.14694,2.14694,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,2,2,cup after cooking,2.1336,2.1336,24.16873,24.16873,0,0,0,0,0,0,0,0
0,0,0,0,186.4,186.4,Ground turkey,0,0,0,0,1,1,24207000,24207000,0,0,0,0,0.5,0.5,2.7048,2.7048,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,large patty (3 per pound),2.688,2.688,30.4488,30.4488,0,0,0,0,0,0,0,0
0,0,0,0,111.84,111.84,Ground turkey,0,0,0,0,1,1,24207000,24207000,0,0,0,0,0.5,0.5,1.62288,1.62288,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,small patty (5 per pound),1.6128,1.6128,18.26928,18.26928,0,0,0,0,0,0,0,0
0,0,0,0,260.96,260.96,Ground turkey,0,0,0,0,4,4,24207000,24207000,0,0,0,0,1,1,4,4,0,0,0.25,0.25,0,0,0,0,0,0,4,4,2,2,ounces after cooking,3.7632,3.7632,42.62832,42.62832,0,0,0,0,0,0,0,0
0,0,0,0,42.02,42.02,Turkey bacon,0,0,0,0,1,1,24208500,24208500,0,0,0,0,0.5,0.5,0.30833,0.30833,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,"medium slice, cooked",0.9119,0.9119,22.88286,22.88286,0,0,0,0,0,0,0,0
0,0,0,0,255.36,255.36,Roasted duck,0,0,0,0,1,1,24301010,24301010,0,0,0,0,0.5,0.5,2.1204,2.1204,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,breast,7.3188,7.3188,143.16804,143.16804,0,0,0,0,0,0,0,0
0,0,0,0,184.8,184.8,Roasted duck,0,0,0,0,1,1,24301010,24301010,0,0,0,0,0.5,0.5,1.5345,1.5345,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,drumstick and thigh,5.2965,5.2965,103.60845,103.60845,0,0,0,0,0,0,0,0
0,0,0,0,1283.52,1283.52,Roasted duck,0,0,0,0,1,1,24301010,24301010,0,0,0,0,0.25,0.25,10.6578,10.6578,0,0,0.25,0.25,0,0,0,0,0,0,1,1,2,2,duck half,36.7866,36.7866,719.60778,719.60778,0,0,0,0,0,0,0,0
0,0,0,0,284.9,284.9,Roasted Cornish game hen,0,0,0,0,1,1,24401010,24401010,0,0,0,0,1,1,3.5013,3.5013,0,0,1,1,0,0,0,0,0,0,1,1,1,1,breast,5.522,5.522,96.9903,96.9903,0,0,0,0,0,0,0,0
0,0,0,0,792.54,792.54,Roasted Cornish game hen,0,0,0,0,1,1,24401010,24401010,0,0,0,0,0.25,0.25,9.73998,9.73998,0,0,0.25,0.25,0,0,0,0,0,0,1,1,2,2,hen,15.3612,15.3612,269.80938,269.80938,0,0,0,0,0,0,0,0
0,0,0,0,147.9,147.9,Fried beef liver,0,0,0,0,1,1,25110140,25110140,0,0,0,0,0.5,0.5,2.8883,2.8883,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,slice,1.2495,1.2495,12.7755,12.7755,0,0,0,0,0,0,0,0
0,0,0,0,372.4,372.4,Fried chicken liver,0,0,0,0,1,1,25110450,25110450,0,0,0.8988,0.8988,0.25,0.25,4.186,4.186,0,0,0.25,0.25,0,0,0,0,0,0,1,1,2,2,cup,4.718,4.718,54.8226,54.8226,0,0,0,0,0,0,0,0
0,0,0,0,58.52,58.52,Fried chicken liver,0,0,0,0,1,1,25110450,25110450,0,0,0.14124,0.14124,1,1,0.6578,0.6578,0,0,1,1,0,0,0,0,0,0,1,1,1,1,liver,0.7414,0.7414,8.61498,8.61498,0,0,0,0,0,0,0,0
0,0,0,0,56.9835,56.9835,Chicken liver pate,0,0,0,0,1,1,25112200,25112200,0,0,0.13665,0.13665,0.5,0.5,0.53667,0.53667,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,slice,1.134,1.134,23.50442,23.50442,0.00028,0.00028,0,0,0,0,0,0
0,0,0,0,92.34,92.34,Low fat hot dog,0,0,0,0,1,1,25210230,25210230,0,0,0,0,0.5,0.5,1.98303,1.98303,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,hot dog,2.2116,2.2116,15.43104,15.43104,0,0,0,0,0,0,0,0
0.57442,0.57442,0,0,174.99,174.99,Hot dog (frankfurter),0,0,0,0,1,1,25210280,25210280,0,0,0,0,0.5,0.5,1.63704,1.63704,0,0,0.5,0.5,0.05193,0.05193,0,0,0,0,1,1,1,1,hot dog,5.3523,5.3523,110.02311,110.02311,0,0,0,0,0,0,0,0
0,0,0,0,281.35,281.35,Bratwurst,0,0,0,0,1,1,25220350,25220350,0,0,0,0,0.5,0.5,2.34005,2.34005,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,brat,8.602,8.602,170.595,170.595,0,0,0,0,0,0,0,0
0,0,0,0,85.96,85.96,Bologna,0,0,0,0,1,1,25220400,25220400,0,0,0,0,0.5,0.5,0.78708,0.78708,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium slice,2.8588,2.8588,54.6336,54.6336,0,0,0,0,0,0,0,0
0,0,0,0,64.4,64.4,Low fat bologna,0,0,0,0,1,1,25220500,25220500,0,0,0,0,0.5,0.5,0.87864,0.87864,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,medium slice,2.0468,2.0468,31.65372,31.65372,0,0,0,0,0,0,0,0
0.06437,0.06437,0,0,25.63,25.63,Pepperoni,0,0,0,0,1,1,25221250,25221250,0,0,0,0,1,1,0.12771,0.12771,0,0,1,1,0.00297,0.00297,0,0,0,0,1,1,1,1,slice,0.88495,0.88495,17.43439,17.43439,0,0,0,0,0,0,0,0
0.29842,0.29842,0,0,118.83,118.83,Pepperoni,0,0,0,0,0.25,0.25,25221250,25221250,0,0,0,0,0.25,0.25,0.59211,0.59211,0,0,1,1,0.01377,0.01377,0,0,0,0,0.25,0.25,2,2,"cup, sliced",4.10295,4.10295,80.83219,80.83219,0,0,0,0,0,0,0,0
0,0,0,0,234.05,234.05,Polish sausage,0,0,0,0,0.5,0.5,25221310,25221310,0,0,0,0,0.25,0.25,2.13816,2.13816,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,1,1,"cup, sliced",7.48205,7.48205,144.1831,144.1831,0,0,0,0,0,0,0,0
0,0,0,0,351.85,351.85,Polish sausage,0,0,0,0,0.5,0.5,25221310,25221310,0,0,0,0,0.25,0.25,3.21432,3.21432,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,2,2,"10"" long sausage",11.24785,11.24785,216.75209,216.75209,0,0,0,0,0,0,0,0
0,0,0,0,106.92,106.92,Breakfast sausage (brown & serve),0,0,0,0,1,1,25221470,25221470,0,0,0,0,0.5,0.5,0.66933,0.66933,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,patty,3.4992,3.4992,74.05425,74.05425,0,0,0,0,0,0,0,0
0,0,0,0,51.48,51.48,Breakfast sausage (brown & serve),0,0,0,0,1,1,25221470,25221470,0,0,0,0,0.5,0.5,0.32227,0.32227,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,link,1.6848,1.6848,35.65575,35.65575,0,0,0,0,0,0,0,0
0,0,0,0,58.52,58.52,Turkey sausage,0,0,0,0,1,1,25221850,25221850,0,0,0,0,0.5,0.5,0.91392,0.91392,0,0,0.5,0.5,0.00199,0.00199,0,0,0,0,1,1,1,1,medium slice (slice=1 oz),1.2208,1.2208,29.35044,29.35044,0,0,0,0,0,0,0,0
0,0,0,0,44.64,44.64,Vienna sausage,0,0,0,0,1,1,25221910,25221910,0,0,0,0,1,1,0.46528,0.46528,0,0,1,1,0,0,0,0,0,0,1,1,1,1,sausage,1.4848,1.4848,27.26352,27.26352,0,0,0,0,0,0,0,0
